21400	0.6321	0.6643	0.8498	
21500	0.6319	0.6642	0.8497	
21600	0.6320	0.6643	0.8497	
21700	0.6316	0.6641	0.8494	
21800	0.6316	0.6642	0.8494	
21900	0.6321	0.6643	0.8495	
22000	0.6322	0.6645	0.8494	
22100	0.6326	0.6646	0.8499	
22200	0.6327	0.6646	0.8498	
22300	0.6327	0.6646	0.8498	
22400	0.6324	0.6645	0.8496	
22500	0.6324	0.6644	0.8496	
22600	0.6324	0.6645	0.8496	
22700	0.6322	0.6643	0.8495	
22800	0.6324	0.6642	0.8496	
22900	0.6322	0.6642	0.8496	
23000	0.6322	0.6641	0.8493	
23100	0.6325	0.6641	0.8494	
23200	0.6322	0.6640	0.8494	
23300	0.6321	0.6639	0.8496	
23400	0.6320	0.6638	0.8496	
23500	0.6317	0.6636	0.8497	
23600	0.6318	0.6637	0.8497	
23700	0.6319	0.6638	0.8498	
23800	0.6317	0.6638	0.8498	
23900	0.6318	0.6637	0.8497	
24000	0.6320	0.6638	0.8498	
24100	0.6324	0.6639	0.8499	
24200	0.6321	0.6638	0.8499	
24300	0.6322	0.6639	0.8500	
24400	0.6318	0.6638	0.8498	
24500	0.6318	0.6638	0.8496	
24600	0.6317	0.6639	0.8496	
24700	0.6319	0.6640	0.8498	
24800	0.6323	0.6640	0.8500	
24900	0.6322	0.6640	0.8498	
25000	0.6325	0.6641	0.8500	
25100	0.6325	0.6641	0.8500	
25200	0.6327	0.6641	0.8502	
25300	0.6327	0.6641	0.8504	
25400	0.6325	0.6639	0.8502	
25500	0.6326	0.6640	0.8503	
25600	0.6329	0.6640	0.8505	
25700	0.6331	0.6639	0.8504	
25800	0.6330	0.6639	0.8505	
25900	0.6331	0.6638	0.8503	
26000	0.6335	0.6640	0.8504	
26100	0.6335	0.6640	0.8506	
26200	0.6335	0.6638	0.8506	
26300	0.6335	0.6638	0.8506	
26400	0.6337	0.6639	0.8506	
26500	0.6335	0.6638	0.8505	
26600	0.6336	0.6639	0.8507	
26700	0.6332	0.6638	0.8506	
26800	0.6332	0.6640	0.8504	
26900	0.6334	0.6641	0.8504	
27000	0.6332	0.6641	0.8504	
27100	0.6333	0.6641	0.8503	
27200	0.6332	0.6643	0.8503	
27300	0.6332	0.6644	0.8500	
27400	0.6332	0.6644	0.8501	
27500	0.6329	0.6645	0.8499	
27600	0.6329	0.6645	0.8497	
27700	0.6329	0.6645	0.8498	
27800	0.6328	0.6645	0.8498	
27900	0.6329	0.6646	0.8500	
28000	0.6329	0.6646	0.8500	
28100	0.6328	0.6646	0.8498	
28200	0.6329	0.6648	0.8500	
28300	0.6328	0.6648	0.8499	
28400	0.6325	0.6647	0.8499	
28500	0.6325	0.6646	0.8501	
28600	0.6326	0.6647	0.8500	
28700	0.6325	0.6647	0.8499	
28800	0.6323	0.6647	0.8499	
28900	0.6322	0.6646	0.8498	
29000	0.6321	0.6645	0.8499	
29100	0.6323	0.6646	0.8499	
29200	0.6325	0.6647	0.8500	
29300	0.6323	0.6646	0.8498	
29400	0.6322	0.6646	0.8498	
29500	0.6325	0.6648	0.8499	
29600	0.6326	0.6648	0.8501	
29700	0.6325	0.6648	0.8500	
29800	0.6323	0.6648	0.8501	
29900	0.6324	0.6649	0.8502	
30000	0.6325	0.6649	0.8502	
30100	0.6322	0.6648	0.8501	
30200	0.6319	0.6646	0.8501	
30300	0.6320	0.6647	0.8501	
30400	0.6320	0.6647	0.8502	
30500	0.6322	0.6648	0.8503	
30600	0.6322	0.6648	0.8502	
30700	0.6322	0.6648	0.8501	
30800	0.6323	0.6649	0.8502	
30900	0.6323	0.6649	0.8503	
31000	0.6324	0.6649	0.8502	
31100	0.6324	0.6649	0.8503	
31200	0.6325	0.6649	0.8504	
31300	0.6323	0.6649	0.8503	
31400	0.6321	0.6648	0.8503	
31500	0.6320	0.6648	0.8502	
31600	0.6320	0.6646	0.8502	
31700	0.6321	0.6646	0.8502	
31800	0.6320	0.6646	0.8503	
31900	0.6324	0.6647	0.8503	
32000	0.6325	0.6647	0.8503	
32100	0.6323	0.6647	0.8502	
32200	0.6319	0.6646	0.8502	
32300	0.6318	0.6646	0.8502	
32400	0.6316	0.6646	0.8500	
32500	0.6316	0.6646	0.8501	
32600	0.6317	0.6645	0.8502	
32700	0.6318	0.6645	0.8503	
32800	0.6319	0.6645	0.8504	
32900	0.6321	0.6647	0.8504	
33000	0.6318	0.6645	0.8503	
33100	0.6317	0.6645	0.8502	
33200	0.6317	0.6645	0.8502	
33300	0.6319	0.6645	0.8502	
33400	0.6320	0.6646	0.8502	
33500	0.6319	0.6646	0.8502	
33600	0.6318	0.6646	0.8502	
33700	0.6318	0.6646	0.8503	
33800	0.6316	0.6646	0.8504	
33900	0.6316	0.6646	0.8505	
34000	0.6313	0.6645	0.8505	
34100	0.6312	0.6644	0.8505	
34200	0.6313	0.6644	0.8506	
34300	0.6312	0.6644	0.8505	
34400	0.6314	0.6645	0.8506	
34500	0.6316	0.6645	0.8505	
34600	0.6315	0.6645	0.8506	
34700	0.6315	0.6644	0.8505	
34800	0.6316	0.6644	0.8505	
34900	0.6319	0.6647	0.8506	
35000	0.6320	0.6647	0.8506	
35100	0.6319	0.6647	0.8505	
35200	0.6318	0.6646	0.8505	
35300	0.6318	0.6647	0.8505	
35400	0.6319	0.6647	0.8508	
35500	0.6317	0.6647	0.8507	
35600	0.6317	0.6647	0.8508	
35700	0.6317	0.6645	0.8507	
35800	0.6315	0.6644	0.8506	
35900	0.6314	0.6644	0.8504	
36000	0.6312	0.6644	0.8504	
36100	0.6310	0.6644	0.8504	
36200	0.6309	0.6643	0.8503	
36300	0.6309	0.6643	0.8503	
36400	0.6309	0.6644	0.8504	
36500	0.6307	0.6643	0.8503	
36600	0.6306	0.6642	0.8504	
36700	0.6305	0.6642	0.8502	
36800	0.6304	0.6642	0.8502	
36900	0.6306	0.6643	0.8502	
37000	0.6306	0.6643	0.8503	
37100	0.6306	0.6643	0.8502	
37200	0.6305	0.6643	0.8502	
37300	0.6302	0.6641	0.8500	
37400	0.6302	0.6641	0.8501	
37500	0.6301	0.6640	0.8498	
37600	0.6301	0.6640	0.8499	
37700	0.6300	0.6639	0.8499	
37800	0.6300	0.6640	0.8499	
37900	0.6300	0.6640	0.8500	
38000	0.6300	0.6640	0.8501	
38100	0.6301	0.6641	0.8503	
38200	0.6301	0.6641	0.8502	
38300	0.6300	0.6641	0.8503	
38400	0.6299	0.6641	0.8501	
38500	0.6299	0.6641	0.8501	
38600	0.6302	0.6642	0.8503	
38700	0.6301	0.6640	0.8502	
38800	0.6301	0.6639	0.8502	
38900	0.6302	0.6640	0.8502	
39000	0.6302	0.6639	0.8501	
39100	0.6301	0.6640	0.8502	
39200	0.6300	0.6640	0.8503	
39300	0.6301	0.6641	0.8503	
39400	0.6301	0.6641	0.8503	
39500	0.6300	0.6640	0.8504	
39600	0.6298	0.6640	0.8503	
39700	0.6298	0.6638	0.8503	
39800	0.6298	0.6639	0.8503	
39900	0.6298	0.6639	0.8503	
40000	0.6300	0.6639	0.8503	
40100	0.6300	0.6639	0.8503	
40200	0.6300	0.6640	0.8504	
40300	0.6302	0.6641	0.8505	
40400	0.6302	0.6640	0.8505	
40500	0.6303	0.6642	0.8506	
40600	0.6304	0.6642	0.8507	
40700	0.6305	0.6642	0.8506	
40800	0.6305	0.6642	0.8505	
40900	0.6302	0.6641	0.8504	
41000	0.6302	0.6642	0.8503	
41100	0.6300	0.6641	0.8501	
41200	0.6301	0.6641	0.8500	
41300	0.6302	0.6641	0.8500	
41400	0.6302	0.6641	0.8499	
41500	0.6301	0.6640	0.8500	
41600	0.6302	0.6641	0.8499	
41700	0.6301	0.6641	0.8499	
41800	0.6300	0.6640	0.8498	
41900	0.6300	0.6640	0.8499	
42000	0.6298	0.6640	0.8498	
42100	0.6299	0.6639	0.8499	
42200	0.6298	0.6639	0.8498	
42300	0.6299	0.6640	0.8499	
42400	0.6299	0.6640	0.8499	
42500	0.6298	0.6640	0.8500	
42600	0.6299	0.6640	0.8500	
42700	0.6298	0.6639	0.8500	
42800	0.6300	0.6638	0.8501	
42900	0.6302	0.6639	0.8502	
43000	0.6303	0.6638	0.8502	
43100	0.6303	0.6639	0.8502	
43200	0.6303	0.6639	0.8503	
43300	0.6303	0.6638	0.8501	
43400	0.6303	0.6638	0.8501	
43500	0.6302	0.6638	0.8502	
43600	0.6305	0.6638	0.8503	
43700	0.6306	0.6638	0.8502	
43800	0.6307	0.6639	0.8502	
43900	0.6306	0.6638	0.8501	
44000	0.6304	0.6638	0.8500	
44100	0.6304	0.6637	0.8499	
44200	0.6304	0.6637	0.8500	
44300	0.6305	0.6638	0.8502	
44400	0.6306	0.6638	0.8501	
44500	0.6306	0.6638	0.8501	
44600	0.6306	0.6638	0.8500	
44700	0.6306	0.6639	0.8499	
44800	0.6304	0.6638	0.8499	
44900	0.6304	0.6637	0.8498	
45000	0.6304	0.6637	0.8498	
45100	0.6304	0.6637	0.8498	
45200	0.6305	0.6636	0.8498	
45300	0.6304	0.6636	0.8498	
45400	0.6304	0.6635	0.8497	
45500	0.6304	0.6635	0.8498	
45600	0.6304	0.6634	0.8498	
45700	0.6304	0.6634	0.8498	
45800	0.6304	0.6633	0.8499	
45900	0.6303	0.6632	0.8498	
46000	0.6303	0.6632	0.8499	
46100	0.6303	0.6631	0.8498	
46200	0.6303	0.6630	0.8498	
46300	0.6303	0.6629	0.8498	
46400	0.6304	0.6629	0.8498	
46500	0.6303	0.6629	0.8497	
46600	0.6303	0.6630	0.8497	
46700	0.6302	0.6628	0.8497	
46800	0.6303	0.6628	0.8497	
46900	0.6304	0.6628	0.8497	
47000	0.6303	0.6628	0.8496	
47100	0.6304	0.6629	0.8497	
47200	0.6303	0.6629	0.8497	
47300	0.6303	0.6629	0.8498	
47400	0.6302	0.6628	0.8497	
47500	0.6302	0.6628	0.8497	
47600	0.6302	0.6628	0.8497	
47700	0.6304	0.6629	0.8499	
47800	0.6304	0.6630	0.8500	
47900	0.6305	0.6630	0.8500	
48000	0.6305	0.6630	0.8500	
48100	0.6305	0.6631	0.8501	
48200	0.6304	0.6631	0.8501	
48300	0.6304	0.6631	0.8502	
48400	0.6304	0.6630	0.8501	
48500	0.6304	0.6630	0.8500	
48600	0.6306	0.6630	0.8501	
48700	0.6305	0.6629	0.8500	
48800	0.6304	0.6628	0.8499	
48900	0.6303	0.6627	0.8498	
49000	0.6304	0.6628	0.8499	
49100	0.6304	0.6628	0.8499	
49200	0.6305	0.6629	0.8499	
49300	0.6304	0.6628	0.8497	
49400	0.6304	0.6628	0.8496	
49500	0.6305	0.6628	0.8496	
49600	0.6304	0.6627	0.8497	
49700	0.6303	0.6627	0.8496	
49800	0.6302	0.6626	0.8496	
49900	0.6301	0.6625	0.8495	
50000	0.6302	0.6626	0.8496	
