100	0.7000	0.6639	0.9000	
200	0.6400	0.6474	0.8550	
300	0.6400	0.6488	0.8467	
400	0.6350	0.6469	0.8450	
500	0.6500	0.6523	0.8500	
600	0.6367	0.6498	0.8533	
700	0.6429	0.6585	0.8571	
800	0.6438	0.6560	0.8638	
900	0.6378	0.6553	0.8589	
1000	0.6380	0.6574	0.8540	
1100	0.6345	0.6556	0.8564	
1200	0.6275	0.6589	0.8533	
1300	0.6269	0.6563	0.8523	
1400	0.6314	0.6600	0.8536	
1500	0.6293	0.6590	0.8547	
1600	0.6294	0.6598	0.8519	
1700	0.6265	0.6610	0.8494	
1800	0.6244	0.6597	0.8483	
1900	0.6263	0.6594	0.8489	
2000	0.6280	0.6605	0.8495	
2100	0.6276	0.6596	0.8476	
2200	0.6318	0.6618	0.8473	
2300	0.6304	0.6607	0.8470	
2400	0.6308	0.6616	0.8479	
2500	0.6308	0.6600	0.8504	
2600	0.6323	0.6604	0.8508	
2700	0.6315	0.6599	0.8500	
2800	0.6329	0.6606	0.8511	
2900	0.6307	0.6594	0.8497	
3000	0.6310	0.6604	0.8507	
3100	0.6306	0.6609	0.8503	
3200	0.6316	0.6613	0.8500	
3300	0.6309	0.6614	0.8503	
3400	0.6288	0.6601	0.8503	
3500	0.6271	0.6592	0.8506	
3600	0.6281	0.6595	0.8511	
3700	0.6284	0.6575	0.8505	
3800	0.6289	0.6577	0.8505	
3900	0.6279	0.6574	0.8505	
4000	0.6262	0.6567	0.8490	
4100	0.6261	0.6570	0.8490	
4200	0.6264	0.6577	0.8486	
4300	0.6263	0.6574	0.8479	
4400	0.6257	0.6572	0.8473	
4500	0.6253	0.6576	0.8478	
4600	0.6239	0.6573	0.8474	
4700	0.6232	0.6571	0.8477	
4800	0.6235	0.6571	0.8475	
4900	0.6237	0.6574	0.8471	
5000	0.6238	0.6574	0.8480	
5100	0.6225	0.6566	0.8465	
5200	0.6213	0.6566	0.8458	
5300	0.6213	0.6568	0.8464	
5400	0.6220	0.6576	0.8476	
5500	0.6236	0.6584	0.8485	
5600	0.6223	0.6571	0.8482	
5700	0.6218	0.6572	0.8486	
5800	0.6226	0.6575	0.8495	
5900	0.6215	0.6577	0.8481	
6000	0.6233	0.6583	0.8493	
6100	0.6233	0.6579	0.8489	
6200	0.6248	0.6582	0.8490	
6300	0.6241	0.6582	0.8478	
6400	0.6245	0.6588	0.8483	
6500	0.6257	0.6591	0.8486	
6600	0.6245	0.6587	0.8479	
6700	0.6251	0.6585	0.8481	
6800	0.6244	0.6585	0.8471	
6900	0.6257	0.6591	0.8472	
7000	0.6251	0.6594	0.8471	
7100	0.6261	0.6604	0.8479	
7200	0.6261	0.6607	0.8485	
7300	0.6263	0.6605	0.8486	
7400	0.6276	0.6608	0.8496	
7500	0.6277	0.6608	0.8496	
7600	0.6279	0.6611	0.8501	
7700	0.6283	0.6611	0.8510	
7800	0.6285	0.6609	0.8510	
7900	0.6287	0.6609	0.8513	
8000	0.6289	0.6614	0.8511	
8100	0.6285	0.6610	0.8505	
8200	0.6296	0.6610	0.8511	
8300	0.6294	0.6608	0.8510	
8400	0.6300	0.6611	0.8514	
8500	0.6308	0.6609	0.8514	
8600	0.6305	0.6609	0.8514	
8700	0.6303	0.6610	0.8511	
8800	0.6308	0.6607	0.8512	
8900	0.6309	0.6601	0.8515	
9000	0.6300	0.6596	0.8511	
9100	0.6295	0.6599	0.8514	
9200	0.6291	0.6600	0.8512	
9300	0.6284	0.6597	0.8505	
9400	0.6293	0.6597	0.8501	
9500	0.6288	0.6596	0.8499	
9600	0.6282	0.6590	0.8498	
9700	0.6280	0.6593	0.8502	
9800	0.6281	0.6593	0.8498	
9900	0.6281	0.6598	0.8496	
10000	0.6281	0.6597	0.8495	
10100	0.6280	0.6597	0.8496	
10200	0.6281	0.6594	0.8495	
10300	0.6286	0.6597	0.8495	
10400	0.6283	0.6594	0.8493	
10500	0.6282	0.6598	0.8494	
10600	0.6283	0.6599	0.8495	
10700	0.6284	0.6599	0.8492	
10800	0.6285	0.6602	0.8493	
10900	0.6285	0.6606	0.8494	
11000	0.6289	0.6606	0.8499	
11100	0.6295	0.6613	0.8505	
11200	0.6301	0.6617	0.8509	
11300	0.6306	0.6620	0.8514	
11400	0.6308	0.6622	0.8518	
11500	0.6299	0.6621	0.8514	
11600	0.6304	0.6624	0.8514	
11700	0.6305	0.6625	0.8514	
11800	0.6297	0.6623	0.8512	
11900	0.6295	0.6623	0.8513	
12000	0.6302	0.6626	0.8513	
12100	0.6301	0.6628	0.8512	
12200	0.6300	0.6627	0.8507	
12300	0.6294	0.6625	0.8504	
12400	0.6298	0.6626	0.8505	
12500	0.6303	0.6627	0.8510	
12600	0.6313	0.6631	0.8512	
12700	0.6314	0.6631	0.8513	
12800	0.6318	0.6632	0.8512	
12900	0.6319	0.6632	0.8509	
13000	0.6316	0.6630	0.8506	
13100	0.6319	0.6632	0.8508	
13200	0.6323	0.6635	0.8512	
13300	0.6320	0.6632	0.8515	
13400	0.6316	0.6631	0.8516	
13500	0.6314	0.6627	0.8512	
13600	0.6315	0.6628	0.8512	
13700	0.6317	0.6628	0.8511	
13800	0.6318	0.6629	0.8513	
13900	0.6323	0.6632	0.8516	
14000	0.6322	0.6631	0.8517	
14100	0.6323	0.6632	0.8513	
14200	0.6319	0.6632	0.8513	
14300	0.6325	0.6635	0.8516	
14400	0.6327	0.6636	0.8519	
14500	0.6326	0.6635	0.8520	
14600	0.6326	0.6635	0.8521	
14700	0.6323	0.6637	0.8518	
14800	0.6321	0.6634	0.8517	
14900	0.6318	0.6636	0.8513	
15000	0.6321	0.6641	0.8515	
15100	0.6319	0.6644	0.8511	
15200	0.6316	0.6644	0.8509	
15300	0.6315	0.6641	0.8508	
15400	0.6318	0.6642	0.8510	
15500	0.6327	0.6644	0.8514	
15600	0.6326	0.6643	0.8511	
15700	0.6325	0.6644	0.8512	
15800	0.6325	0.6643	0.8511	
15900	0.6326	0.6646	0.8511	
16000	0.6319	0.6642	0.8510	
16100	0.6320	0.6641	0.8510	
16200	0.6317	0.6640	0.8507	
16300	0.6317	0.6638	0.8507	
16400	0.6316	0.6638	0.8505	
16500	0.6315	0.6640	0.8506	
16600	0.6312	0.6639	0.8504	
16700	0.6316	0.6638	0.8504	
16800	0.6319	0.6641	0.8507	
16900	0.6316	0.6641	0.8505	
17000	0.6319	0.6643	0.8506	
17100	0.6317	0.6646	0.8504	
17200	0.6319	0.6650	0.8505	
17300	0.6312	0.6646	0.8505	
17400	0.6314	0.6646	0.8505	
17500	0.6311	0.6645	0.8504	
17600	0.6312	0.6644	0.8503	
17700	0.6311	0.6644	0.8503	
17800	0.6311	0.6642	0.8502	
17900	0.6306	0.6635	0.8501	
18000	0.6303	0.6634	0.8497	
18100	0.6304	0.6636	0.8499	
18200	0.6305	0.6635	0.8500	
18300	0.6310	0.6638	0.8502	
18400	0.6312	0.6637	0.8504	
18500	0.6307	0.6634	0.8501	
18600	0.6308	0.6632	0.8502	
18700	0.6309	0.6633	0.8503	
18800	0.6306	0.6631	0.8503	
18900	0.6311	0.6633	0.8506	
19000	0.6313	0.6635	0.8505	
19100	0.6311	0.6635	0.8505	
19200	0.6312	0.6633	0.8507	
19300	0.6312	0.6636	0.8506	
19400	0.6314	0.6635	0.8505	
19500	0.6316	0.6637	0.8505	
19600	0.6312	0.6636	0.8503	
19700	0.6315	0.6638	0.8506	
19800	0.6315	0.6638	0.8502	
19900	0.6311	0.6638	0.8499	
20000	0.6310	0.6637	0.8498	
20100	0.6311	0.6638	0.8499	
20200	0.6313	0.6638	0.8500	
20300	0.6315	0.6639	0.8500	
20400	0.6314	0.6639	0.8500	
20500	0.6316	0.6638	0.8500	
20600	0.6313	0.6637	0.8499	
20700	0.6314	0.6639	0.8498	
20800	0.6314	0.6638	0.8496	
20900	0.6318	0.6640	0.8498	
21000	0.6317	0.6639	0.8495	
21100	0.6319	0.6640	0.8495	
21200	0.6319	0.6642	0.8498	
21300	0.6319	0.6643	0.8499	
